YEAR,PROJECT,SPECIES,DATE,DAY_OF_SEASON,WEEK_OF_SEASON,FREQENCY,TRIP_DURATION
1997-98,CS,CHPE,1/11/1998,42,6,5275,9
1997-98,CS,CHPE,1/17/1998,48,7,5275,17.75
1997-98,CS,CHPE,1/19/1998,50,8,5275,7.5
1997-98,CS,CHPE,1/23/1998,54,8,5275,9.75
1997-98,CS,CHPE,1/28/1998,59,9,5275,15.5
1997-98,CS,CHPE,1/29/1998,60,9,5275,32.25
1997-98,CS,CHPE,1/31/1998,62,9,5275,17
1997-98,CS,CHPE,2/1/1998,63,9,5275,45
1997-98,CS,CHPE,2/3/1998,65,10,5275,25
1997-98,CS,CHPE,2/5/1998,67,10,5275,12.75
1997-98,CS,CHPE,2/6/1998,68,10,5275,6.25
1997-98,CS,CHPE,2/7/1998,69,10,5275,37.08333333
1997-98,CS,CHPE,2/12/1998,74,11,5275,5
1997-98,CS,CHPE,2/13/1998,75,11,5275,18.5
1997-98,CS,CHPE,2/14/1998,76,11,5275,7
1997-98,CS,CHPE,2/14/1998,76,11,5275,6
1997-98,CS,CHPE,2/15/1998,77,11,5275,7.5
1998-99,CS,CHPE,1/16/1999,47,7,5423,10.25
1998-99,CS,CHPE,1/17/1999,48,7,5423,7.75
1998-99,CS,CHPE,1/18/1999,49,7,5423,8.25
1998-99,CS,CHPE,1/19/1999,50,8,5423,7.25
1998-99,CS,CHPE,1/20/1999,51,8,5423,5
1998-99,CS,CHPE,1/20/1999,51,8,5423,7.25
1998-99,CS,CHPE,1/22/1999,53,8,5423,4.75
1998-99,CS,CHPE,1/23/1999,54,8,5423,6.75
1998-99,CS,CHPE,1/23/1999,54,8,5423,4.75
1998-99,CS,CHPE,1/24/1999,55,8,5423,7.5
1998-99,CS,CHPE,1/25/1999,56,8,5423,9.25
1998-99,CS,CHPE,1/26/1999,57,9,5423,7.5
1998-99,CS,CHPE,1/27/1999,58,9,5423,8.25
1998-99,CS,CHPE,1/28/1999,59,9,5423,6.75
1998-99,CS,CHPE,1/29/1999,60,9,5423,8
1998-99,CS,CHPE,1/29/1999,60,9,5423,4.433333333
1998-99,CS,CHPE,1/30/1999,61,9,5423,6
1998-99,CS,CHPE,1/31/1999,62,9,5423,7
1998-99,CS,CHPE,2/1/1999,63,9,5423,8.25
1998-99,CS,CHPE,2/2/1999,64,10,5423,8.25
1998-99,CS,CHPE,2/3/1999,65,10,5423,10.5
1998-99,CS,CHPE,2/4/1999,66,10,5423,7.75
1998-99,CS,CHPE,2/6/1999,68,10,5423,4.5
1998-99,CS,CHPE,2/7/1999,69,10,5423,11.5
1998-99,CS,CHPE,2/8/1999,70,10,5423,16.75
1998-99,CS,CHPE,2/9/1999,71,11,5423,10.75
1998-99,CS,CHPE,2/10/1999,72,11,5423,9.75
1998-99,CS,CHPE,2/11/1999,73,11,5423,14.25
1998-99,CS,CHPE,2/12/1999,74,11,5423,10
1998-99,CS,CHPE,2/13/1999,75,11,5423,7.683333333
1998-99,CS,CHPE,2/14/1999,76,11,5423,7
1998-99,CS,CHPE,2/15/1999,77,11,5423,14.25
1998-99,CS,CHPE,1/18/1999,49,7,5433,7
1998-99,CS,CHPE,1/19/1999,50,8,5433,7.5
1998-99,CS,CHPE,1/20/1999,51,8,5433,18.75
1998-99,CS,CHPE,1/22/1999,53,8,5433,9.183333333
1998-99,CS,CHPE,1/23/1999,54,8,5433,24.25
1998-99,CS,CHPE,1/25/1999,56,8,5433,7.75
1998-99,CS,CHPE,1/26/1999,57,9,5433,19.25
1998-99,CS,CHPE,1/28/1999,59,9,5433,18.25
1998-99,CS,CHPE,1/30/1999,61,9,5433,8.5
1998-99,CS,CHPE,1/31/1999,62,9,5433,7.75
1998-99,CS,CHPE,2/2/1999,64,10,5433,14.75
1998-99,CS,CHPE,2/3/1999,65,10,5433,20.5
1998-99,CS,CHPE,2/5/1999,67,10,5433,8.083333333
1998-99,CS,CHPE,2/6/1999,68,10,5433,10.5
1998-99,CS,CHPE,2/7/1999,69,10,5433,14
1998-99,CS,CHPE,2/9/1999,71,11,5433,8.5
1998-99,CS,CHPE,2/10/1999,72,11,5433,13
1998-99,CS,CHPE,2/11/1999,73,11,5433,10.5
1998-99,CS,CHPE,2/12/1999,74,11,5433,13
1998-99,CS,CHPE,2/13/1999,75,11,5433,9.183333333
1998-99,CS,CHPE,2/14/1999,76,11,5433,8
1998-99,CS,CHPE,2/15/1999,77,11,5433,13.25
1998-99,CS,CHPE,1/18/1999,49,7,5444,8.25
1998-99,CS,CHPE,1/19/1999,50,8,5444,8.5
1998-99,CS,CHPE,1/20/1999,51,8,5444,4.25
1998-99,CS,CHPE,1/20/1999,51,8,5444,14.25
1998-99,CS,CHPE,1/25/1999,56,8,5444,6.25
1998-99,CS,CHPE,1/25/1999,56,8,5444,7.5
1998-99,CS,CHPE,1/26/1999,57,9,5444,9
1998-99,CS,CHPE,1/27/1999,58,9,5444,10.5
1998-99,CS,CHPE,1/28/1999,59,9,5444,10.75
1998-99,CS,CHPE,1/29/1999,60,9,5444,6
1998-99,CS,CHPE,1/30/1999,61,9,5444,9.75
1998-99,CS,CHPE,1/31/1999,62,9,5444,12
1998-99,CS,CHPE,2/1/1999,63,9,5444,10.5
1998-99,CS,CHPE,2/2/1999,64,10,5444,12.25
1998-99,CS,CHPE,2/4/1999,66,10,5444,13
1998-99,CS,CHPE,2/5/1999,67,10,5444,10.08333333
1998-99,CS,CHPE,2/6/1999,68,10,5444,15.25
1998-99,CS,CHPE,2/7/1999,69,10,5444,5.75
1998-99,CS,CHPE,2/8/1999,70,10,5444,13.25
1998-99,CS,CHPE,2/9/1999,71,11,5444,12.75
1998-99,CS,CHPE,2/10/1999,72,11,5444,29.25
1998-99,CS,CHPE,1/18/1999,49,7,5454,11.75
1998-99,CS,CHPE,1/19/1999,50,8,5454,9.75
1998-99,CS,CHPE,1/20/1999,51,8,5454,12.5
1998-99,CS,CHPE,1/21/1999,52,8,5454,8.25
1998-99,CS,CHPE,1/22/1999,53,8,5454,11.68333333
1998-99,CS,CHPE,1/24/1999,55,8,5454,8.5
1998-99,CS,CHPE,1/16/1999,47,7,5464,6.5
1998-99,CS,CHPE,1/17/1999,48,7,5464,7
1998-99,CS,CHPE,1/17/1999,48,7,5464,13.5
1998-99,CS,CHPE,1/18/1999,49,7,5464,13.5
1998-99,CS,CHPE,1/19/1999,50,8,5464,6.25
1998-99,CS,CHPE,1/20/1999,51,8,5464,9.25
1998-99,CS,CHPE,1/21/1999,52,8,5464,8.25
1998-99,CS,CHPE,1/21/1999,52,8,5464,15.25
1998-99,CS,CHPE,1/22/1999,53,8,5464,15.75
1998-99,CS,CHPE,1/23/1999,54,8,5464,15
1998-99,CS,CHPE,1/24/1999,55,8,5464,11.25
1998-99,CS,CHPE,1/25/1999,56,8,5464,14
1998-99,CS,CHPE,1/26/1999,57,9,5464,15.75
1998-99,CS,CHPE,1/27/1999,58,9,5464,4.5
1998-99,CS,CHPE,1/28/1999,59,9,5464,17.5
1998-99,CS,CHPE,1/30/1999,61,9,5464,6.25
1998-99,CS,CHPE,1/31/1999,62,9,5464,8
1998-99,CS,CHPE,2/1/1999,63,9,5464,9.75
1998-99,CS,CHPE,2/2/1999,64,10,5464,8
1998-99,CS,CHPE,2/2/1999,64,10,5464,5.75
1998-99,CS,CHPE,2/4/1999,66,10,5464,14.25
1998-99,CS,CHPE,2/5/1999,67,10,5464,11.08333333
1998-99,CS,CHPE,2/7/1999,69,10,5464,14.75
1998-99,CS,CHPE,2/9/1999,71,11,5464,15.5
1998-99,CS,CHPE,2/10/1999,72,11,5464,10.5
1998-99,CS,CHPE,2/11/1999,73,11,5464,10.25
1998-99,CS,CHPE,2/12/1999,74,11,5464,14
1998-99,CS,CHPE,2/13/1999,75,11,5464,12.18333333
1998-99,CS,CHPE,2/14/1999,76,11,5464,9.75
1998-99,CS,CHPE,1/17/1999,48,7,5474,8.5
1998-99,CS,CHPE,1/18/1999,49,7,5474,9.5
1998-99,CS,CHPE,1/19/1999,50,8,5474,8
1998-99,CS,CHPE,1/21/1999,52,8,5474,11.75
1998-99,CS,CHPE,1/22/1999,53,8,5474,9.183333333
1998-99,CS,CHPE,1/23/1999,54,8,5474,9.75
1998-99,CS,CHPE,1/24/1999,55,8,5474,8.25
1998-99,CS,CHPE,1/25/1999,56,8,5474,9.25
1998-99,CS,CHPE,1/25/1999,56,8,5474,4
1998-99,CS,CHPE,1/26/1999,57,9,5474,9.5
1998-99,CS,CHPE,1/27/1999,58,9,5474,8.5
1998-99,CS,CHPE,1/27/1999,58,9,5474,4.75
1998-99,CS,CHPE,1/28/1999,59,9,5474,8.75
1998-99,CS,CHPE,1/29/1999,60,9,5474,10
1998-99,CS,CHPE,1/30/1999,61,9,5474,9.75
1998-99,CS,CHPE,1/31/1999,62,9,5474,8
1998-99,CS,CHPE,2/2/1999,64,10,5474,11
1998-99,CS,CHPE,2/3/1999,65,10,5474,8
1998-99,CS,CHPE,2/4/1999,66,10,5474,8.25
1998-99,CS,CHPE,2/5/1999,67,10,5474,11.08333333
1998-99,CS,CHPE,2/6/1999,68,10,5474,6.5
1998-99,CS,CHPE,2/7/1999,69,10,5474,8
1998-99,CS,CHPE,2/8/1999,70,10,5474,7.5
1998-99,CS,CHPE,2/9/1999,71,11,5474,11.25
1998-99,CS,CHPE,2/10/1999,72,11,5474,10.5
1998-99,CS,CHPE,2/12/1999,74,11,5474,14
1998-99,CS,CHPE,1/16/1999,47,7,5484,17
1998-99,CS,CHPE,1/17/1999,48,7,5484,17.5
1998-99,CS,CHPE,1/18/1999,49,7,5484,9.75
1998-99,CS,CHPE,1/19/1999,50,8,5484,5
1998-99,CS,CHPE,1/20/1999,51,8,5484,5.75
1998-99,CS,CHPE,1/20/1999,51,8,5484,12.5
1998-99,CS,CHPE,1/21/1999,52,8,5484,4.75
1998-99,CS,CHPE,1/22/1999,53,8,5484,6.683333333
1998-99,CS,CHPE,1/23/1999,54,8,5484,8
1998-99,CS,CHPE,1/23/1999,54,8,5484,15
1998-99,CS,CHPE,1/24/1999,55,8,5484,14.25
1998-99,CS,CHPE,1/25/1999,56,8,5484,12.75
1998-99,CS,CHPE,1/26/1999,57,9,5484,6.75
1998-99,CS,CHPE,1/27/1999,58,9,5484,7.25
1998-99,CS,CHPE,1/28/1999,59,9,5484,10
1998-99,CS,CHPE,1/28/1999,59,9,5484,16.25
1998-99,CS,CHPE,1/30/1999,61,9,5484,9
1998-99,CS,CHPE,1/31/1999,62,9,5484,11
1998-99,CS,CHPE,2/1/1999,63,9,5484,11.25
1998-99,CS,CHPE,2/2/1999,64,10,5484,16.25
1998-99,CS,CHPE,2/3/1999,65,10,5484,10.5
1998-99,CS,CHPE,2/4/1999,66,10,5484,12.75
1998-99,CS,CHPE,2/5/1999,67,10,5484,8.583333333
1998-99,CS,CHPE,1/16/1999,47,7,5492,5.25
1998-99,CS,CHPE,1/17/1999,48,7,5492,6
1998-99,CS,CHPE,1/17/1999,48,7,5492,19
1998-99,CS,CHPE,1/18/1999,49,7,5492,16.75
1998-99,CS,CHPE,1/20/1999,51,8,5492,9.75
1998-99,CS,CHPE,1/22/1999,53,8,5492,7.75
1998-99,CS,CHPE,1/22/1999,53,8,5492,18.75
1998-99,CS,CHPE,1/24/1999,55,8,5492,8
1998-99,CS,CHPE,1/25/1999,56,8,5492,8.75
1998-99,CS,CHPE,1/25/1999,56,8,5492,17.5
1998-99,CS,CHPE,1/26/1999,57,9,5492,18.75
1998-99,CS,CHPE,1/28/1999,59,9,5492,6
1998-99,CS,CHPE,1/29/1999,60,9,5492,5.75
1998-99,CS,CHPE,1/29/1999,60,9,5492,4.183333333
1998-99,CS,CHPE,1/30/1999,61,9,5492,4.5
1998-99,CS,CHPE,1/31/1999,62,9,5492,7.5
1998-99,CS,CHPE,2/1/1999,63,9,5492,7
1998-99,CS,CHPE,2/1/1999,63,9,5492,4.5
1998-99,CS,CHPE,2/2/1999,64,10,5492,13
1998-99,CS,CHPE,2/4/1999,66,10,5492,6.5
1998-99,CS,CHPE,2/5/1999,67,10,5492,11.83333333
1998-99,CS,CHPE,2/7/1999,69,10,5492,5.75
1998-99,CS,CHPE,2/8/1999,70,10,5492,7.5
1998-99,CS,CHPE,2/9/1999,71,11,5492,16.25
1998-99,CS,CHPE,2/10/1999,72,11,5492,11.25
1998-99,CS,CHPE,2/11/1999,73,11,5492,13.25
1998-99,CS,CHPE,2/12/1999,74,11,5492,12.25
1998-99,CS,CHPE,2/13/1999,75,11,5492,13.68333333
1998-99,CS,CHPE,2/14/1999,76,11,5492,7
1998-99,CS,CHPE,2/15/1999,77,11,5492,4.25
1998-99,CS,CHPE,1/18/1999,49,7,5503,11.25
1998-99,CS,CHPE,1/19/1999,50,8,5503,10
1998-99,CS,CHPE,1/20/1999,51,8,5503,9
1998-99,CS,CHPE,1/21/1999,52,8,5503,7.75
1998-99,CS,CHPE,1/22/1999,53,8,5503,10.93333333
1998-99,CS,CHPE,1/23/1999,54,8,5503,11.25
1998-99,CS,CHPE,1/24/1999,55,8,5503,12.75
1998-99,CS,CHPE,1/25/1999,56,8,5503,11.5
1998-99,CS,CHPE,1/26/1999,57,9,5503,13.25
1998-99,CS,CHPE,1/27/1999,58,9,5503,49.75
1998-99,CS,CHPE,1/30/1999,61,9,5503,6
1998-99,CS,CHPE,1/31/1999,62,9,5503,10.25
1998-99,CS,CHPE,2/2/1999,64,10,5503,22
1998-99,CS,CHPE,2/3/1999,65,10,5503,22
1998-99,CS,CHPE,2/8/1999,70,10,5503,10.25
1998-99,CS,CHPE,2/9/1999,71,11,5503,11.5
1998-99,CS,CHPE,2/10/1999,72,11,5503,9.5
1998-99,CS,CHPE,2/11/1999,73,11,5503,11.25
1998-99,CS,CHPE,2/12/1999,74,11,5503,14.75
1998-99,CS,CHPE,2/13/1999,75,11,5503,13.18333333
1998-99,CS,CHPE,2/14/1999,76,11,5503,5.75
1998-99,CS,CHPE,2/15/1999,77,11,5503,11.5
1998-99,CS,CHPE,1/18/1999,49,7,5513,19.25
1998-99,CS,CHPE,1/19/1999,50,8,5513,10
1998-99,CS,CHPE,1/21/1999,52,8,5513,10
1998-99,CS,CHPE,1/23/1999,54,8,5513,9.75
1998-99,CS,CHPE,1/24/1999,55,8,5513,10.5
1998-99,CS,CHPE,1/26/1999,57,9,5513,11.25
1998-99,CS,CHPE,1/27/1999,58,9,5513,5.75
1998-99,CS,CHPE,1/28/1999,59,9,5513,11
1998-99,CS,CHPE,1/29/1999,60,9,5513,18.93333333
1998-99,CS,CHPE,1/31/1999,62,9,5513,17.75
1998-99,CS,CHPE,2/2/1999,64,10,5513,9.5
1998-99,CS,CHPE,2/5/1999,67,10,5513,11.33333333
1998-99,CS,CHPE,2/6/1999,68,10,5513,11.25
1998-99,CS,CHPE,2/7/1999,69,10,5513,11
1998-99,CS,CHPE,2/9/1999,71,11,5513,10.25
1998-99,CS,CHPE,2/10/1999,72,11,5513,5.75
1998-99,CS,CHPE,2/11/1999,73,11,5513,12.25
1998-99,CS,CHPE,2/12/1999,74,11,5513,10
1998-99,CS,CHPE,2/13/1999,75,11,5513,10.68333333
1998-99,CS,CHPE,2/14/1999,76,11,5513,5.75
1998-99,CS,CHPE,1/17/1999,48,7,5523,7.25
1998-99,CS,CHPE,1/17/1999,48,7,5523,13
1998-99,CS,CHPE,1/18/1999,49,7,5523,15
1998-99,CS,CHPE,1/20/1999,51,8,5523,6
1998-99,CS,CHPE,1/20/1999,51,8,5523,13.5
1998-99,CS,CHPE,1/21/1999,52,8,5523,4.5
1998-99,CS,CHPE,1/23/1999,54,8,5523,9.25
1998-99,CS,CHPE,1/24/1999,55,8,5523,8.25
1998-99,CS,CHPE,1/25/1999,56,8,5523,7.5
1998-99,CS,CHPE,1/25/1999,56,8,5523,12
1998-99,CS,CHPE,1/30/1999,61,9,5523,7
1998-99,CS,CHPE,1/31/1999,62,9,5523,8
1998-99,CS,CHPE,2/1/1999,63,9,5523,7
1998-99,CS,CHPE,2/2/1999,64,10,5523,5
1998-99,CS,CHPE,2/4/1999,66,10,5523,9.75
1998-99,CS,CHPE,2/5/1999,67,10,5523,13.08333333
1998-99,CS,CHPE,2/7/1999,69,10,5523,7.5
1998-99,CS,CHPE,2/8/1999,70,10,5523,9
1998-99,CS,CHPE,2/11/1999,73,11,5523,7.5
1998-99,CS,CHPE,2/12/1999,74,11,5523,12.5
1998-99,CS,CHPE,2/13/1999,75,11,5523,10.93333333
1998-99,CS,CHPE,1/16/1999,47,7,5534,15.25
1998-99,CS,CHPE,1/17/1999,48,7,5534,14.75
1998-99,CS,CHPE,1/19/1999,50,8,5534,13.25
1998-99,CS,CHPE,1/20/1999,51,8,5534,13
1998-99,CS,CHPE,1/22/1999,53,8,5534,16
1998-99,CS,CHPE,1/23/1999,54,8,5534,14
1998-99,CS,CHPE,1/25/1999,56,8,5534,5.5
1998-99,CS,CHPE,1/25/1999,56,8,5534,14
1998-99,CS,CHPE,1/26/1999,57,9,5534,12.5
1998-99,CS,CHPE,1/27/1999,58,9,5534,14.25
1998-99,CS,CHPE,1/28/1999,59,9,5534,13.75
1998-99,CS,CHPE,1/29/1999,60,9,5534,14.43333333
1998-99,CS,CHPE,1/31/1999,62,9,5534,6
1998-99,CS,CHPE,2/1/1999,63,9,5534,6
1998-99,CS,CHPE,2/1/1999,63,9,5534,7.25
1998-99,CS,CHPE,2/2/1999,64,10,5534,7
1998-99,CS,CHPE,2/3/1999,65,10,5534,14
1998-99,CS,CHPE,2/4/1999,66,10,5534,10.75
1998-99,CS,CHPE,2/5/1999,67,10,5534,7.583333333
1998-99,CS,CHPE,2/6/1999,68,10,5534,5.75
1998-99,CS,CHPE,2/7/1999,69,10,5534,14.75
1998-99,CS,CHPE,2/9/1999,71,11,5534,13.25
1998-99,CS,CHPE,2/10/1999,72,11,5534,10.25
1998-99,CS,CHPE,2/11/1999,73,11,5534,11.5
1998-99,CS,CHPE,2/12/1999,74,11,5534,14.25
1998-99,CS,CHPE,2/13/1999,75,11,5534,11.43333333
1998-99,CS,CHPE,2/14/1999,76,11,5534,5.5
1998-99,CS,CHPE,2/14/1999,76,11,5534,5.5
1998-99,CS,CHPE,2/15/1999,77,11,5534,8.75
1998-99,CS,CHPE,1/17/1999,48,7,5543,18
1998-99,CS,CHPE,1/18/1999,49,7,5543,14.25
1998-99,CS,CHPE,1/19/1999,50,8,5543,4.75
1998-99,CS,CHPE,1/20/1999,51,8,5543,8.5
1998-99,CS,CHPE,1/21/1999,52,8,5543,7.25
1998-99,CS,CHPE,1/23/1999,54,8,5543,8.25
1998-99,CS,CHPE,1/24/1999,55,8,5543,10
1998-99,CS,CHPE,1/25/1999,56,8,5543,9.5
1998-99,CS,CHPE,1/26/1999,57,9,5543,10
1998-99,CS,CHPE,1/27/1999,58,9,5543,10.5
1998-99,CS,CHPE,1/27/1999,58,9,5543,12.5
1998-99,CS,CHPE,1/28/1999,59,9,5543,14.5
1998-99,CS,CHPE,1/29/1999,60,9,5543,14.25
1998-99,CS,CHPE,1/30/1999,61,9,5543,5
1998-99,CS,CHPE,1/31/1999,62,9,5543,5.75
1998-99,CS,CHPE,2/1/1999,63,9,5543,7
1998-99,CS,CHPE,2/2/1999,64,10,5543,11.75
1998-99,CS,CHPE,2/3/1999,65,10,5543,6.75
1998-99,CS,CHPE,2/4/1999,66,10,5543,6.75
1998-99,CS,CHPE,2/5/1999,67,10,5543,6.583333333
1998-99,CS,CHPE,2/6/1999,68,10,5543,13
1998-99,CS,CHPE,2/7/1999,69,10,5543,7
1998-99,CS,CHPE,2/8/1999,70,10,5543,5.75
1998-99,CS,CHPE,2/9/1999,71,11,5543,14.25
1998-99,CS,CHPE,2/10/1999,72,11,5543,12.5
1998-99,CS,CHPE,2/11/1999,73,11,5543,14.75
1998-99,CS,CHPE,2/12/1999,74,11,5543,11.5
1998-99,CS,CHPE,2/13/1999,75,11,5543,6.75
1998-99,CS,CHPE,2/15/1999,77,11,5543,16
1998-99,CS,CHPE,1/18/1999,49,7,5554,9
1998-99,CS,CHPE,1/19/1999,50,8,5554,8.25
1998-99,CS,CHPE,1/20/1999,51,8,5554,8.25
1998-99,CS,CHPE,1/21/1999,52,8,5554,8.75
1998-99,CS,CHPE,1/23/1999,54,8,5554,6.5
1998-99,CS,CHPE,1/24/1999,55,8,5554,10.5
1998-99,CS,CHPE,1/25/1999,56,8,5554,9
1998-99,CS,CHPE,1/27/1999,58,9,5554,9.5
1998-99,CS,CHPE,1/28/1999,59,9,5554,19.25
1998-99,CS,CHPE,1/30/1999,61,9,5554,10
1998-99,CS,CHPE,1/31/1999,62,9,5554,10
1998-99,CS,CHPE,2/1/1999,63,9,5554,8.5
1998-99,CS,CHPE,2/2/1999,64,10,5554,5
1998-99,CS,CHPE,2/4/1999,66,10,5554,5.25
1998-99,CS,CHPE,2/5/1999,67,10,5554,8.833333333
1998-99,CS,CHPE,2/6/1999,68,10,5554,12
1998-99,CS,CHPE,2/7/1999,69,10,5554,7.5
1998-99,CS,CHPE,2/9/1999,71,11,5554,9.25
1998-99,CS,CHPE,2/10/1999,72,11,5554,8.75
1998-99,CS,CHPE,2/12/1999,74,11,5554,11
1998-99,CS,CHPE,2/13/1999,75,11,5554,13.18333333
1998-99,CS,CHPE,2/14/1999,76,11,5554,6
1998-99,CS,CHPE,2/15/1999,77,11,5554,10.5
1998-99,CS,CHPE,1/17/1999,48,7,5564,7
1998-99,CS,CHPE,1/19/1999,50,8,5564,11.25
1998-99,CS,CHPE,1/20/1999,51,8,5564,12
1998-99,CS,CHPE,1/21/1999,52,8,5564,11.5
1998-99,CS,CHPE,1/22/1999,53,8,5564,9.933333333
1998-99,CS,CHPE,1/23/1999,54,8,5564,9.75
1998-99,CS,CHPE,1/24/1999,55,8,5564,10
1998-99,CS,CHPE,1/25/1999,56,8,5564,11.75
1998-99,CS,CHPE,1/26/1999,57,9,5564,13
1998-99,CS,CHPE,1/27/1999,58,9,5564,12.75
1998-99,CS,CHPE,1/28/1999,59,9,5564,11.25
1998-99,CS,CHPE,1/29/1999,60,9,5564,10.43333333
1998-99,CS,CHPE,1/30/1999,61,9,5564,9.25
1998-99,CS,CHPE,1/31/1999,62,9,5564,11
1998-99,CS,CHPE,2/1/1999,63,9,5564,10.25
1998-99,CS,CHPE,2/2/1999,64,10,5564,11.25
1998-99,CS,CHPE,2/3/1999,65,10,5564,9.75
1998-99,CS,CHPE,2/4/1999,66,10,5564,10.25
1998-99,CS,CHPE,2/5/1999,67,10,5564,9.583333333
1998-99,CS,CHPE,2/7/1999,69,10,5564,8.75
1998-99,CS,CHPE,2/8/1999,70,10,5564,9.75
1998-99,CS,CHPE,2/10/1999,72,11,5564,12.75
1998-99,CS,CHPE,2/11/1999,73,11,5564,9.5
1998-99,CS,CHPE,2/13/1999,75,11,5564,10.93333333
1998-99,CS,CHPE,2/14/1999,76,11,5564,4.25
1998-99,CS,CHPE,2/15/1999,77,11,5564,9.5
1998-99,CS,CHPE,1/17/1999,48,7,5574,8.5
1998-99,CS,CHPE,1/18/1999,49,7,5574,25.25
1998-99,CS,CHPE,1/19/1999,50,8,5574,14.75
1998-99,CS,CHPE,1/20/1999,51,8,5574,15.5
1998-99,CS,CHPE,1/21/1999,52,8,5574,14.75
1998-99,CS,CHPE,1/22/1999,53,8,5574,4.75
1998-99,CS,CHPE,1/23/1999,54,8,5574,6.25
1998-99,CS,CHPE,1/24/1999,55,8,5574,9.5
1998-99,CS,CHPE,1/25/1999,56,8,5574,9
1998-99,CS,CHPE,1/26/1999,57,9,5574,9.5
1998-99,CS,CHPE,1/27/1999,58,9,5574,8.25
1998-99,CS,CHPE,1/27/1999,58,9,5574,15.5
1998-99,CS,CHPE,1/28/1999,59,9,5574,14.75
1998-99,CS,CHPE,1/29/1999,60,9,5574,14.68333333
1998-99,CS,CHPE,1/30/1999,61,9,5574,14.5
1998-99,CS,CHPE,2/2/1999,64,10,5574,8.5
1998-99,CS,CHPE,2/2/1999,64,10,5574,8.25
1998-99,CS,CHPE,2/8/1999,70,10,5574,6
1998-99,CS,CHPE,2/9/1999,71,11,5574,12
1998-99,CS,CHPE,2/10/1999,72,11,5574,24.5
1998-99,CS,CHPE,2/12/1999,74,11,5574,14.75
1998-99,CS,CHPE,2/14/1999,76,11,5574,4.75
1998-99,CS,CHPE,2/15/1999,77,11,5574,15
1998-99,CS,CHPE,1/17/1999,48,7,5583,11.5
1998-99,CS,CHPE,1/18/1999,49,7,5583,7.5
1998-99,CS,CHPE,1/19/1999,50,8,5583,6
1998-99,CS,CHPE,1/20/1999,51,8,5583,7.5
1998-99,CS,CHPE,1/21/1999,52,8,5583,5
1998-99,CS,CHPE,1/22/1999,53,8,5583,8.433333333
1998-99,CS,CHPE,1/23/1999,54,8,5583,7.5
1998-99,CS,CHPE,1/24/1999,55,8,5583,21.75
1998-99,CS,CHPE,1/26/1999,57,9,5583,8.25
1998-99,CS,CHPE,1/27/1999,58,9,5583,10.5
1998-99,CS,CHPE,1/28/1999,59,9,5583,21.5
1998-99,CS,CHPE,1/31/1999,62,9,5583,8
1998-99,CS,CHPE,2/1/1999,63,9,5583,8.25
1998-99,CS,CHPE,2/2/1999,64,10,5583,31.75
1998-99,CS,CHPE,2/5/1999,67,10,5583,10.33333333
1998-99,CS,CHPE,2/6/1999,68,10,5583,4.25
1998-99,CS,CHPE,2/8/1999,70,10,5583,5.5
1998-99,CS,CHPE,2/10/1999,72,11,5583,26.5
1998-99,CS,CHPE,1/16/1999,47,7,5593,16.5
1998-99,CS,CHPE,1/17/1999,48,7,5593,15.25
1998-99,CS,CHPE,1/18/1999,49,7,5593,15.75
1998-99,CS,CHPE,1/19/1999,50,8,5593,17.25
1998-99,CS,CHPE,1/20/1999,51,8,5593,16.5
1998-99,CS,CHPE,1/21/1999,52,8,5593,16.25
1998-99,CS,CHPE,1/22/1999,53,8,5593,16.5
1998-99,CS,CHPE,1/23/1999,54,8,5593,23.25
1998-99,CS,CHPE,1/25/1999,56,8,5593,7
1998-99,CS,CHPE,1/25/1999,56,8,5593,13.25
1998-99,CS,CHPE,1/26/1999,57,9,5593,12.75
1998-99,CS,CHPE,1/27/1999,58,9,5593,14.75
1998-99,CS,CHPE,1/30/1999,61,9,5593,8
1998-99,CS,CHPE,2/1/1999,63,9,5593,13.25
1998-99,CS,CHPE,2/4/1999,66,10,5593,12.25
1998-99,CS,CHPE,2/5/1999,67,10,5593,11.83333333
1998-99,CS,CHPE,2/6/1999,68,10,5593,13
1998-99,CS,CHPE,2/10/1999,72,11,5593,12.25
1998-99,CS,CHPE,2/11/1999,73,11,5593,13.25
1998-99,CS,CHPE,2/12/1999,74,11,5593,14.25
1998-99,CS,CHPE,2/13/1999,75,11,5593,27.68333333
1998-99,CS,CHPE,1/18/1999,49,7,5603,13.5
1998-99,CS,CHPE,1/19/1999,50,8,5603,8
1998-99,CS,CHPE,1/20/1999,51,8,5603,23.25
1998-99,CS,CHPE,1/21/1999,52,8,5603,17.93333333
1998-99,CS,CHPE,1/22/1999,53,8,5603,4.5
1998-99,CS,CHPE,1/23/1999,54,8,5603,7.5
1998-99,CS,CHPE,1/24/1999,55,8,5603,10.25
1998-99,CS,CHPE,1/25/1999,56,8,5603,9.25
1998-99,CS,CHPE,1/26/1999,57,9,5603,21
1998-99,CS,CHPE,1/27/1999,58,9,5603,17
1998-99,CS,CHPE,1/29/1999,60,9,5603,8.75
1998-99,CS,CHPE,1/29/1999,60,9,5603,7.683333333
1998-99,CS,CHPE,1/30/1999,61,9,5603,9.5
1998-99,CS,CHPE,1/31/1999,62,9,5603,12.75
1998-99,CS,CHPE,2/1/1999,63,9,5603,10.75
1998-99,CS,CHPE,2/2/1999,64,10,5603,15.5
